Date,Diagnosis,Mean CBL Pressure (hpa),Wind Direction at max 10 min mean (deg),Highest Gust (kt),Maximum Air Temperature (C),Highest ten minute mean wind speed (kt),Minimum Air Temperature (C),Potential Evapotranspiration (mm),Precipitation Amount (mm),Soil Moisture Deficits (mm),moderately drained Soil Moisture Deficits (mm),poorly drained Soil Moisture Deficits (mm),well drained Mean 10cm soil temperature (C),Sunshine duration (hours),Mean Wind Speed (kt)
06-07-12,0,998.7,30,31,16.9,22,8.1,0.7,14.9,-10,-10,0,15.625,0,10.7
07-07-12,0,997.8,50,23,18.5,16,11.3,3,0,3,-6.5,3,17.475,12.5,10.2
08-07-12,0,999.6,320,16,14,11,10.6,0.9,1.3,2.6,-6.6,2.6,15.4,0,7
09-07-12,0,1001.5,330,18,16.7,12,9.7,1.7,3.5,0.7,-8.1,0.7,15,1.5,5.5
10-07-12,0,1001.4,360,25,18.5,14,8.9,2.3,2.8,0.2,-8.2,0.2,15,1.7,9.4
11-07-12,0,1001.8,290,30,16.7,18,8.4,2.9,2.4,0.7,-7.2,0.7,15.15,8.2,8.9
12-07-12,0,998.6,120,20,15,14,6.6,2.4,0.6,2.5,-5.1,2.5,14.625,6.2,8.5
13-07-12,0,992.8,60,22,16.1,17,10.1,1.9,1.7,2.6,-4.7,2.6,14.775,0.7,8.4
14-07-12,0,998.2,310,19,14.6,14,8.4,2.1,0,4.6,-2.4,4.6,14.375,1.8,8.5
15-07-12,0,1004.2,260,28,17.6,20,7.2,2.6,0,7.2,0.4,7.2,14.8,7.3,10.1
16-07-12,0,1005.8,260,32,19,25,12.7,1.2,11,-2.8,-9.4,0,15.7,1.1,11.5
17-07-12,0,1006.7,270,29,23,23,13.3,3.1,8.8,-5.7,-10,0,17.25,4.3,11.8
18-07-12,0,1000,270,31,19.5,25,12,2.7,1.6,1.1,-8.4,1.1,17.3,7.8,14.1
19-07-12,0,1002.2,280,21,16.8,15,9.4,2.4,0,3.5,-5.6,3.5,15.225,1.7,10
20-07-12,0,1009,330,17,16.5,12,7,1.3,0,4.7,-4,4.7,15.325,2.2,6.2
21-07-12,0,1013.3,140,19,18.9,13,4.9,2.7,0,7.4,-1.1,7.4,16.025,5.7,6.3
22-07-12,0,1010.4,220,33,21,22,12.4,2.8,0,10,1.8,10,17.35,2.2,13.7
23-07-12,0,1005.8,230,36,23.7,24,16.3,3.1,1.4,11.4,3.5,11.4,20.3,4.8,12.6
24-07-12,0,1007.2,60,17,17.9,13,14.3,1.4,14.4,-1.8,-9.5,0,18.675,0,5
25-07-12,0,1010,20,15,19.4,11,8.1,2.7,0.5,2.2,-6.8,2.2,17.95,1.2,6.7
26-07-12,0,1009.5,270,13,20.9,11,7,3.4,0,5.5,-3.1,5.5,17.875,10,5
27-07-12,0,1005.7,280,27,18.6,18,9.6,3.1,0,8.5,0.2,8.5,17.75,8.6,11.6
28-07-12,0,1001,270,27,16.9,20,8.7,2.5,3.2,7.6,-0.6,7.6,15.65,7.2,13.3
29-07-12,0,1001.2,300,29,16.9,20,9.1,3.1,1.3,9.1,1.2,9.1,15.25,8.6,12
30-07-12,0,1003,260,20,18.1,14,8.3,3.2,0,12.1,4.4,12.1,16.175,9.9,9.1
31-07-12,0,997.5,130,20,16.5,16,10.6,1.3,3.9,9.3,1.9,9.3,15.625,0,9.1
01-08-12,0,990.3,250,30,19.7,22,12.2,2.5,1.8,9.8,2.6,9.8,16.25,5.6,12.5
02-08-12,0,995.1,230,21,20.5,16,11.4,3.5,0,13,6.1,13,16.6,6.5,8.5
03-08-12,0,995.2,150,26,18.8,20,13,1.6,3.8,10.6,3.9,10.6,16.375,3.7,12.2
04-08-12,0,995.7,120,22,18.3,17,9.8,1.1,3.8,7.8,1.2,7.8,17.1,5.8,10.6
05-08-12,0,996.4,300,13,16.8,9,7.9,1.3,1.9,7.2,0.6,7.2,15.55,0.7,5.1
06-08-12,0,1000.2,280,19,18.2,15,10.9,2.2,0.4,8.9,2.4,8.9,15.55,2.7,8.2
07-08-12,0,1007.2,260,17,17.8,13,9.3,1,0.1,9.6,3.3,9.6,16.5,1.9,6.2
08-08-12,0,1013,110,13,18.4,8,8.1,2.3,0,11.7,5.6,11.7,17.025,5.8,5.2
09-08-12,0,1016.5,120,11,21,9,12,1.2,0.2,12.6,6.6,12.6,18.65,3.7,4.4
10-08-12,0,1015.3,90,15,21.2,11,10,3.3,0,15.5,9.9,15.5,19.7,14.5,6.6
11-08-12,0,1007.7,120,23,19.8,17,11.8,2.6,0.6,17.1,11.9,17.1,19.55,4.4,9.1
12-08-12,0,999.2,140,23,18.4,17,13.9,1.6,3.1,15.4,10.3,15.4,17.825,1.7,10.2
13-08-12,0,993.4,140,34,22.1,24,15,1.8,4.5,12.4,7.6,12.4,18.5,4.4,11.8
14-08-12,0,996.8,140,22,21.3,17,14.1,1.7,1.6,12.3,7.7,12.3,18.45,8.3,8.9
15-08-12,0,989.6,150,41,17.9,32,14.3,1.3,14.5,-1.1,-5.5,0,16.675,0.8,17.4
16-08-12,0,991.8,130,35,20.2,22,14.2,2.3,7.3,-5,-10,0,16.3,5,14.3
17-08-12,0,994.2,140,26,20.8,21,14.5,2.2,4.1,-1.9,-10,0,17.775,2.1,8.5
18-08-12,0,1000.7,240,19,21.8,14,15.8,2,0,2,-7.5,2,18.95,9.1,8
19-08-12,0,1004.7,140,20,20.1,14,12.2,1.4,0,3.4,-5.7,3.4,17.65,3.1,8
20-08-12,0,1006,240,20,22.2,14,12.2,2.1,2.6,2.8,-5.9,2.8,18.45,11.8,8.1
21-08-12,0,1003.9,240,35,20.4,24,12.6,2.7,1.7,3.8,-4.6,3.8,17.725,9.5,10.5
22-08-12,0,1004.2,250,34,19.4,21,12.5,1.9,3,2.5,-5.6,2.5,16.05,8.5,12.6
23-08-12,0,1000.6,200,18,17.7,12,11.6,1.3,0,3.8,-4,3.8,15.425,0.4,7.5
24-08-12,0,992.2,130,24,15.4,17,11.1,1.1,3.2,1.8,-5.8,1.8,14.9,0,10
25-08-12,0,995.2,320,22,18.4,16,9.9,1.9,3.1,0.6,-6.7,0.6,15.525,2.6,10.2
26-08-12,0,1002.7,150,21,18.6,14,8.7,1.6,0.1,1.5,0.4,1.5,14.8,8.4,9.2
27-08-12,0,994.5,280,29,18.9,20,12.4,1.2,10.4,-7.3,-10,0,15.8,1,12.2
28-08-12,0,996.5,210,27,17.7,19,10.9,2.4,0.1,2.3,-7.2,2.3,14.375,6.5,12.2
29-08-12,0,994.9,200,30,18.6,19,11.3,2.2,5.6,-1.1,-10,0,15,3.6,8.8
30-08-12,0,1009.4,330,28,16.7,20,7,2.2,0.1,2.1,-7.4,2.1,14.025,9.3,11
31-08-12,0,1018.2,260,28,16.3,19,7.2,1.2,0.5,2.8,-6.3,2.8,12.875,0.1,11.4
01-09-12,0,1012.8,240,27,20,20,12.8,2.7,0,5.4,-3.3,5.4,15.525,6.5,15.3
02-09-12,0,1013.6,240,20,19.5,14,12.5,2.2,0.6,6.9,-1.6,6.9,17.1,7.2,8.4
03-09-12,0,1014.5,250,20,22.2,14,11.3,2.5,0,9.2,1,9.2,17.025,7.4,8.3
04-09-12,0,1015.2,260,24,18.5,18,7.7,1.8,0.4,10.4,2.3,10.4,17.625,8.5,10.1
05-09-12,0,1019.8,310,16,17.9,9,7.3,2.2,0,12.4,4.5,12.4,15.325,10.1,6.4
06-09-12,0,1016,260,27,20.4,21,8.9,2.9,0,14.9,7.4,14.9,15.925,10.6,12.4
07-09-12,0,1013.3,250,26,20.7,20,12.6,2.2,0,16.9,9.6,16.9,17.575,6.3,11.9
08-09-12,0,1007,120,16,21,12,6.1,2.2,0,18.7,11.8,18.7,18.875,9.7,5.5
09-09-12,0,996,200,27,19.9,19,5.8,1.6,0,20,13.4,20,15.575,1.7,9.4
10-09-12,0,995.1,230,19,15.5,14,9.4,0.9,7,13.7,7.2,13.7,15.075,0.1,8.2
11-09-12,0,1001.3,270,30,13.5,21,7,1.9,0.2,15.2,8.9,15.2,12.225,9.8,14.5
12-09-12,0,1006,260,28,16.4,21,6.4,1.4,0.7,15.7,9.6,15.7,12.9,6,13
13-09-12,0,1005,260,41,17.9,30,6,1.9,0,17.3,11.5,17.3,12.9,5.8,15.9
14-09-12,0,1003.2,260,35,16.9,25,10.5,2,0.2,18.8,13.2,18.8,14.2,7.4,16.8
15-09-12,0,1004.8,270,23,16.3,17,11.3,1.6,0,20.1,14.7,20.1,13.625,0.1,11.3
16-09-12,0,998.9,260,37,17.5,29,9.2,1.6,3,18.4,13.3,18.4,13.75,3.6,14.3
17-09-12,0,998,260,33,14.8,24,8.7,1.7,0.1,19.7,14.8,19.7,12.125,5.4,14.2
18-09-12,0,1005.1,290,28,13.7,21,6.4,1.9,0.1,21.2,16.6,21.2,11.4,10.1,13.7
19-09-12,0,1011,250,20,15.2,15,4.6,1.6,0.1,22.4,18,22.4,11.25,6.3,10.9
20-09-12,0,1007,260,28,15.2,20,9.9,1.3,0.2,23.3,19,23.3,12.6,0.2,12.3
21-09-12,0,1008,10,21,12.7,16,1.3,1,5.7,18.3,14.2,18.3,12.2,7.3,8.3
22-09-12,0,1008.8,150,21,13.3,14,0.5,1.4,0,19.5,15.5,19.5,9.65,7.1,6.7
23-09-12,0,997.6,80,26,13.7,19,1.2,1.1,0,20.4,16.5,20.4,9.175,0.9,8.8
24-09-12,1,982.3,80,30,10.4,20,8.2,0.6,37.9,-10,-10,0,10.15,0,11.8
25-09-12,0,975.2,330,33,11,23,8.2,0.7,13,-10,-10,0,9.95,0,14.8
26-09-12,0,986.4,20,38,14.6,26,7.5,1.4,11.4,-10,-10,0,11.275,5.8,16.5
27-09-12,0,998.2,240,23,13.6,16,6.8,1.2,0,1.2,-8.3,1.2,10.4,1.2,11
28-09-12,0,1000.3,270,27,14.5,21,7.2,1.4,0.9,1.7,-7.3,1.7,10.95,4.4,13.7
29-09-12,0,1006,230,29,14.4,20,5.9,1.5,0,3.2,-5.5,3.2,9.95,6.5,13.8
30-09-12,0,1000.4,230,32,15.7,21,10.2,1.2,1.9,2.4,-5.9,2.4,12.125,2.1,14.3
01-10-12,0,996.1,250,32,14.4,22,9,1.6,1.8,2.2,-5.9,2.2,11.075,3.7,12.5
02-10-12,0,990.5,240,34,14.7,24,7.5,1.6,0.8,2.9,-4.8,2.9,10.35,4.4,14.7
03-10-12,0,990.7,260,35,11.8,24,6.6,1,3,1,-6.5,1,9.15,2.5,13
04-10-12,0,993.5,240,32,13.3,20,5.9,1.1,1.2,0.9,-6.2,0.9,9.675,3.7,9.8
05-10-12,0,995,260,26,11.8,19,5.4,1,0,1.9,-4.9,1.9,9.3,3.5,11.4
06-10-12,0,1004.6,260,15,13.8,12,3.6,1.1,0,2.9,-3.6,2.9,9.225,7.6,7.4
07-10-12,0,1010.3,120,16,12.6,12,0.8,0.8,0,3.7,-2.6,3.7,9,4.4,6.2
08-10-12,0,1006.3,40,21,11.9,16,6.4,0.7,3.8,0.6,-5.6,0.6,10.15,0,8.8
09-10-12,0,1006.1,80,16,12.4,12,2,0.7,0,1.3,-4.6,1.3,8.45,4.5,5.6
10-10-12,0,1000.2,140,21,14,16,2.9,0.5,0.2,1.6,-4,1.6,9.4,0,7.6
11-10-12,0,991.8,320,28,13.3,19,5.5,0.5,9.3,-7.1,-10,0,11.25,0,12.4
12-10-12,0,995.1,270,24,11.9,17,3.4,1.1,1.2,-0.1,-9.6,0,8.45,8.4,11.2
13-10-12,0,994.5,280,21,11.5,14,2.1,0.9,0.6,0.3,-8.8,0.3,7.525,6.6,8.7
14-10-12,0,993.3,260,16,10.4,13,4.9,0.6,5.1,-4.3,-10,0,7.775,0,7.7
15-10-12,0,985.8,230,24,9.8,18,4.7,0.5,5.6,-5.1,-10,0,8.7,1.7,7.4
16-10-12,0,982.5,260,37,12.1,27,4.8,1,2.2,-1.2,-10,0,8.825,7.2,12.4
17-10-12,0,978.7,90,32,12.8,21,6.7,0.9,21.6,-10,-10,0,9.25,1.1,13
18-10-12,0,984.2,150,23,13.8,16,5,0.7,4.5,-3.8,-10,0,9.525,3.5,6.2
19-10-12,0,995.2,290,9,12.3,7,3.3,0.5,0,0.5,-9,0.5,9.475,0.2,3.4
20-10-12,0,1002,220,19,14.5,12,7.3,0.9,0,1.4,-7.6,1.4,10.325,3.8,5.8
21-10-12,0,1008,130,19,13.4,13,3.5,0.6,0,2,-6.6,2,8.725,4.8,6.4
22-10-12,0,1012.2,80,13,13.9,9,4.6,0.5,0,2.5,-5.8,2.5,9.45,3.2,5.4
23-10-12,0,1015.8,40,18,12.2,12,11,0.4,1.4,1.6,-6.4,1.6,11.15,0,8.7
24-10-12,0,1012.9,50,22,12.6,17,11.1,0.5,1,1,-6.6,1,11.375,0,12
25-10-12,0,1009,80,29,11.9,20,9,1,0.1,2,-5.4,2,10.825,0,14.1
26-10-12,0,1010.3,10,28,9,20,1.5,1,1.4,1.6,-5.5,1.6,8,2.3,13
27-10-12,0,1013.3,250,25,7.9,18,-0.6,0.8,0,2.3,-4.5,2.3,5.3,7.7,10.9
28-10-12,0,1002,260,29,8.2,20,5.8,0.7,2.5,0.6,-6,0.6,7.325,0,15.2
29-10-12,0,997.9,340,19,9.8,13,2.6,0.5,0,1.1,-5.2,1.1,7.4,1.6,7.8
30-10-12,0,989.7,230,27,9,19,2.3,0.6,0,1.7,-4.3,1.7,6.275,0.4,13.5
31-10-12,0,972.4,230,30,8.5,20,2.4,0.6,3.7,-1.5,-7.2,0,6.725,0,11.2
01-11-12,0,968.1,250,31,7.1,22,0.1,0.5,1,-0.5,-7.3,0,4.875,5.4,14.5
02-11-12,0,975.6,260,40,8.7,27,2.6,0.9,0,0.9,-6.1,0.9,5.05,5.2,15.5
03-11-12,0,980.4,250,28,7.6,21,1.2,0.8,0,1.7,-5,1.7,4.2,8.4,11.5
04-11-12,0,984,80,26,8,18,5.2,1,5.3,-2.7,-9.1,0,5.025,0.1,11
05-11-12,1,1000,70,22,9.4,13,0.3,0.5,0,0.5,-8.1,0.5,4.9,8.2,9.3
06-11-12,0,1011.8,290,29,11.1,21,2.2,0.7,0,1.2,-7,1.2,5.95,2.7,15.9
07-11-12,0,1011.2,240,32,10.9,22,7.7,0.8,0,2,-5.9,2,7.675,3.7,16.4
08-11-12,0,1004.7,260,25,11,19,6.6,0,0,2,-5.6,2,7.8,5,12.4
09-11-12,0,993.4,270,26,10.2,18,5.3,0.7,5.5,-2.8,-10,0,7.525,0,12.7
10-11-12,0,988,260,21,8.2,16,1.9,0.5,0,0.5,-9,0.5,5.275,2.3,10.3
11-11-12,0,999.1,270,18,9,14,1.5,0.4,0.9,-0.1,-9.1,0,4.775,4.3,8.8
12-11-12,0,1003,240,28,13.6,19,6,0.6,3.2,-2.6,-10,0,8.175,0.1,10.6
13-11-12,0,1006.8,220,35,13.6,25,11.8,0.9,2.8,-1.9,-10,0,10.1,0,15.6
14-11-12,0,1011.7,220,23,13.4,15,7.8,0.5,0.1,0.4,-9.1,0.4,9.95,1.1,8.8
15-11-12,0,1010.3,230,15,12.9,11,6.2,0.4,0,0.8,-8.2,0.8,9,2.9,5
16-11-12,0,1002,260,14,8.1,11,2.8,0.3,0.3,0.8,-7.8,0.8,7.175,0.1,4.7
17-11-12,0,998.4,260,23,7.9,17,2.8,0.3,0.1,1,-7.2,1,6.2,6.4,10.9
18-11-12,0,995.7,150,33,11.4,24,1,0.7,5.5,-3.8,-10,0,4.35,0.7,9.4
19-11-12,0,986.6,190,36,14.2,23,9.5,1,1.2,-0.2,-9.7,0,8.5,1.1,14.6
20-11-12,0,988.5,210,34,13.4,27,6.4,0.8,0,0.8,-8.4,0.8,8.375,5,12.3
21-11-12,0,993.6,210,25,10.7,18,4.1,0.1,1.8,-1.7,-1.7,0,6.45,6.3,7.7
22-11-12,0,987.2,200,41,12.4,28,5.1,1.1,5.9,-4.8,-10,0,7.125,0.1,14.8
23-11-12,0,996,240,29,8,19,2,0.3,0,0.3,-5.8,0.3,5,6.5,11.6
24-11-12,0,997.3,310,21,6,15,-2.4,0.2,8,-7.5,-10,0,3.175,0,5.5
25-11-12,0,990.4,40,30,5.9,22,0.2,0.1,21.6,-10,-10,0,4.175,2.2,10.2
26-11-12,0,995.3,330,33,7.4,21,4.2,0.7,8.8,-8.1,-10,0,4.925,2.1,16.5
27-11-12,0,1005.2,320,26,6.8,19,0.2,0.3,0,0.3,-9.2,0.3,3.7,5.2,12.3
28-11-12,0,1010.3,320,20,5.6,14,-0.7,0,0,0.3,-8.7,0.3,2.4,7.1,8.5
29-11-12,0,1005.5,270,12,4.7,11,-1.2,0.2,0,0.5,-8.1,0.5,2.075,1.4,6.5
30-11-12,0,1002.8,310,12,7.7,9,-0.6,0.1,0,0.6,-7.6,0.6,2.625,4.3,5
01-12-12,0,1007.2,260,20,5.5,15,-0.2,0.1,0,0.7,-7.2,0.7,2.8,6.6,9.5
02-12-12,0,1002.2,250,22,9.8,16,-0.4,0.2,4,-3.1,-10,0,2.625,0.2,7.2
03-12-12,0,996,260,30,9.8,23,2,0,0.4,-0.4,-9.9,0,4.65,5.6,16
04-12-12,0,993.7,260,28,5.9,22,1.6,0.4,0,0.4,-9,0.4,2.95,2.7,14
05-12-12,0,1001.6,360,20,3.9,15,-1.2,0,0.6,-0.2,-9.2,0,2.575,6.5,8.7
06-12-12,0,997.1,270,35,6.5,25,0,0.2,7.3,-7.1,-10,0,2.475,0,14.4
07-12-12,0,1001.3,270,32,7.4,21,0.8,0.5,0.1,0.4,-9.1,0.4,2.75,6.6,15
08-12-12,0,1014.3,260,27,7.3,21,-0.2,0.2,0,0.6,-8.4,0.6,2.7,1.6,13.1
09-12-12,0,1012.3,250,28,8,20,-0.4,0.2,0,0.9,-7.8,0.9,4.6,1.3,13.2
10-12-12,1,1016.5,270,14,6.1,10,-2.7,0,0,0.9,-7.4,0.9,1.775,4.4,6.2
11-12-12,0,1016.7,100,11,5.5,8,-3.3,0,0,0.9,-7,0.9,1.1,4.5,4
12-12-12,1,1005.2,140,18,6.2,13,0.5,0.2,1.3,-0.3,-7.8,0,1.35,0,7
13-12-12,0,989.2,130,24,5.2,17,-0.1,0.3,0.1,0.2,-7.2,0.2,2.4,0.9,10.7
14-12-12,0,971.1,120,33,8.1,24,4.8,0.4,4.3,-3.7,-10,0,4.45,0,17.4
15-12-12,0,974.3,230,24,9.1,19,5.3,0.5,0,0.5,-9,0.5,4.475,2.3,11.7
16-12-12,0,981.6,230,24,9.8,16,5.1,0.5,2.5,-1.5,-10,0,3.875,3.1,9.2
17-12-12,0,990.5,250,30,8.3,21,4.9,0.1,2.2,-2.1,-10,0,4.9,2.2,13.4
18-12-12,0,1003.1,120,33,7.4,23,-0.3,0.1,0,0.1,-9.4,0.1,3.85,2.3,7.9
19-12-12,0,998,140,39,9.1,29,6.9,0.6,4.5,-3.8,-10,0,5.625,0,16
20-12-12,0,990.1,140,16,8.3,12,5.9,0.2,2.4,-2.2,-10,0,6.525,0,7.8
21-12-12,0,996,130,25,8.5,18,3.7,0.2,2.1,-1.9,-10,0,6.075,0.2,7
22-12-12,0,986.2,140,32,13.8,22,7.7,0.5,6.6,-6.1,-10,0,7.875,0,12.8
23-12-12,0,983.6,230,53,12.9,40,6.6,0.9,0,0.9,-8.6,0.9,7.275,4.8,20.4
24-12-12,0,984.4,220,20,9.2,13,5.7,0.2,0.6,0.5,-8.6,0.5,6.025,0.7,7.2
25-12-12,0,983,250,23,7.3,18,3.4,0,0.7,-0.2,-8.8,0,5.175,3,10.5
26-12-12,0,986.5,240,41,8.9,30,4.4,0.7,3,-2.3,-10,0,4.525,0.6,16.6
27-12-12,0,994,240,26,7,20,3.1,0.2,1.2,-1,-10,0,4.3,4.7,10.1
28-12-12,0,992.6,230,47,12.7,30,5.2,0.9,4.3,-3.4,-10,0,6.75,0,18.6
29-12-12,0,983.8,230,32,10.1,22,2,0.4,1.4,-1,-10,0,6.45,1.8,14.9
30-12-12,0,989.5,230,42,10.8,31,2,0.4,1.4,-1,-10,0,4.475,1.5,19.5
31-12-12,0,984.7,210,43,11,29,2.6,0.5,1.3,-0.8,-10,0,6.5,1.3,17.7
01-01-13,0,998.8,250,26,6.1,19,1.6,0.5,0,0.5,-9,0.5,3.525,2.6,14.8
02-01-13,0,1011.2,250,31,12,23,5.4,0.6,0,1.1,-8,1.1,6.55,0,15.8
03-01-13,0,1019.2,240,24,12.6,17,10.3,0.6,0,1.6,-7,1.6,8.825,0.1,11.5
04-01-13,0,1022.7,220,23,10.7,17,4.4,0.1,0,1.8,-6.5,1.8,8.025,4.3,7.6
05-01-13,0,1019.3,220,26,11.8,18,2.9,0.3,0,2.1,-5.9,2.1,6.875,0.3,8.5
06-01-13,0,1016.8,120,22,10.9,14,2.4,0.4,0,2.4,-5.2,2.4,6.975,0,6.9
07-01-13,1,1009.6,210,24,11.6,17,8.4,0.6,2.6,0.4,-7,0.4,8.05,0,8.7
08-01-13,0,1010.2,250,21,12.2,15,1.3,0.2,0.4,0.2,-6.8,0.2,8.275,2.5,9.2
09-01-13,0,1010.9,260,11,8.2,8,-2.6,0.1,0,0.3,-6.4,0.3,3.625,6.7,4.3
10-01-13,0,1005.3,250,23,6.8,18,-2.6,0.2,2,-1.5,-7.9,0,2.95,0.1,7.2
11-01-13,1,1003.1,140,18,7.4,11,-1.3,0.2,0.1,0.1,-7.4,0.1,3.175,1,6.7
12-01-13,0,1003,80,20,7.4,15,1.1,0.4,1.2,-0.8,-7.9,0,4.2,0.2,9.8
13-01-13,0,1009.5,260,18,3.1,14,-2.4,0.2,1,-0.8,-8.3,0,2.425,0,7.9
14-01-13,0,1004.9,310,26,5.7,18,0.8,0.3,1.4,-1.1,-9.1,0,3.35,3.3,12.8
15-01-13,0,1000.1,290,16,4.2,14,-1,0.2,0,0.2,-8.4,0.2,1.9,3.6,7.7
16-01-13,0,998.8,140,21,5.3,15,3.6,0.4,4,-3.5,-10,0,3,0,9.5
17-01-13,0,995.9,140,39,7.8,28,4.3,0.3,1.1,-0.8,-10,0,4.75,0.2,13.6
18-01-13,0,985.5,130,43,5.1,31,1.4,0.3,29.4,-10,-10,0,3.65,0,23.4
19-01-13,0,986.9,140,26,3.7,19,1.2,0.4,3.7,-3.3,-10,0,3.025,0,9.9
20-01-13,0,988.2,110,22,2.6,16,1.6,0.9,0.1,0.8,-8.7,0.8,2.1,0,11.5
21-01-13,1,983.9,100,17,2.6,12,-1.9,0.2,8.3,-7.4,-10,0,1.6,0,5.7
22-01-13,0,990.8,60,9,2,7,-5.3,0.1,0,0.1,-9.4,0.1,0.925,0.4,3
23-01-13,0,998.5,120,19,3.9,14,-1.4,0.4,0,0.5,-8.5,0.5,1.425,0.1,6.7
24-01-13,0,1003.3,150,21,5.2,14,1.1,0.4,0,0.9,-7.7,0.9,2.35,0,6.3
25-01-13,0,993.4,290,31,8.2,22,4.6,0.5,20.4,-10,-10,0,4.25,0,12.9
26-01-13,0,983.4,200,38,12,24,2,0.7,2,-1.3,-10,0,4.175,0.4,13.6
27-01-13,0,978.9,240,50,11.7,35,2,0.6,3.8,-3.2,-10,0,4.725,4.5,20.5
28-01-13,0,982.1,200,55,10.8,35,2.4,1.2,0.7,0.5,-9,0.5,3.675,1.1,21.3
29-01-13,0,981.6,260,56,13.8,39,6.1,1,2.5,-1,-10,0,5.975,0,18.3
30-01-13,0,991.3,240,53,8.9,36,4.9,1.1,3.8,-2.7,-10,0,5.1,1.1,19.6
31-01-13,0,993,250,46,9.8,30,4.2,1,5.9,-4.9,-10,0,4.725,4.5,20.6
01-02-13,0,994,250,39,6.6,27,0.3,0.6,0.1,0.5,-9,0.5,3.85,1.1,16.9
02-02-13,1,1008.7,290,17,6.1,11,-1,0.5,0,0.9,-8.1,0.9,2.475,7.9,7.8
03-02-13,0,1005.3,250,33,10.3,24,4.2,0.7,2.5,-0.8,-9.5,0,5.3,0.2,18.6
04-02-13,0,998.6,250,41,9.6,30,0.5,0.4,3.1,-2.7,-10,0,5.625,3.7,22.7
05-02-13,0,991.4,260,41,6.7,31,-0.3,0.7,0.4,0.3,-9.2,0.3,3.05,2.6,21.4
06-02-13,0,1005.8,330,32,6.1,22,-0.7,0.7,0,1,-8.1,1,2.725,7.9,13.2
07-02-13,0,1008.7,320,26,6.9,18,-0.2,0.5,4.8,-3.4,-10,0,2.325,0,10.2
08-02-13,0,1013.6,280,19,7.4,14,3,0.5,0,0.5,-9,0.5,3.6,0,9.2
09-02-13,0,1004.1,250,20,9.4,16,4.5,0.6,2.9,-1.8,-10,0,5.15,0.2,9
10-02-13,0,987,290,21,7.2,15,4,0.3,20.1,-10,-10,0,5.6,0,9
11-02-13,0,990.2,50,20,4.5,14,2.9,0.5,2.2,-1.7,-10,0,4.375,0,8.2
12-02-13,0,1002.8,140,20,4.8,14,2.7,0.4,1.5,-1.1,-10,0,4.3,0,9.5
13-02-13,0,999.5,250,29,11.9,19,4.7,0.7,7.8,-7.1,-10,0,5.8,0,11.9
14-02-13,0,1001,280,29,9.2,21,3.7,0.5,0.2,0.3,-9.2,0.3,5.825,7.1,13.7
15-02-13,0,1008.6,260,17,9.8,14,2.2,0.7,0,1,-8,1,4.95,4,7.7
16-02-13,0,1008.1,150,25,13,19,2,0.8,0.3,1.6,-7.1,1.6,6.225,2.8,6.9
17-02-13,0,1005.8,140,30,9.2,23,5.6,1.3,0,2.8,-5.4,2.8,6.35,3.6,15.4
18-02-13,0,1006.6,130,24,7,18,4.2,1,0,3.9,-4.1,3.9,5.1,6.5,12.4
19-02-13,0,1008,110,18,7.8,13,-1.1,0.7,0,4.5,-3.2,4.5,4.2,8.8,7.8
20-02-13,0,1009.2,130,28,7.4,20,-1.7,0.7,0,5.2,-2.4,5.2,3.525,4.7,12.6
21-02-13,0,1011.5,130,28,3.8,19,1.5,1.1,0,6.2,-1.2,6.2,3.25,0.4,14.8
22-02-13,0,1012.5,110,20,2.2,13,0.4,0.9,0,7.1,-0.2,7.1,2.5,0,9
23-02-13,0,1015.3,360,16,2.4,12,-0.2,0.7,0,7.7,0.5,7.7,2.125,0,6.6
24-02-13,0,1019,30,16,4.6,11,-2.6,0.6,1.3,7,-0.2,7,1.8,0.6,5
25-02-13,0,1022.8,40,12,6.7,10,-3.3,0.7,0.1,7.5,0.4,7.5,2.8,8.8,5.4
26-02-13,0,1025.6,80,19,6.4,15,-1.3,0.6,0,8.1,1,8.1,3.2,0.7,7.4
27-02-13,0,1027.2,70,14,6.7,10,1.8,0.7,0,8.7,1.7,8.7,4.575,0.8,6.4
28-02-13,0,1024.2,10,15,6.5,10,1.1,0.6,0,9.2,2.2,9.2,4.025,0.1,5.5
01-03-13,0,1022.5,50,17,8.7,12,-3.1,0.6,0,9.8,2.9,9.8,4.8,3.4,5.9
02-03-13,0,1018.6,290,10,6.9,8,-3.8,0.6,0,10.3,3.4,10.3,3.2,0.6,4.3
03-03-13,0,1011.3,130,17,8.6,12,1.4,0.9,0,11.1,4.3,11.1,5,3.6,5.5
04-03-13,1,1001.8,120,18,6.9,14,-1.7,0.8,0,11.8,5.1,11.8,5.3,2,7.6
05-03-13,0,993.7,90,15,8.9,12,-3.8,0.7,0,12.5,5.9,12.5,4,5,6.8
06-03-13,0,989.3,70,17,8.4,13,4.9,0.6,7.7,5.4,-1.2,5.4,5.7,0,8.2
07-03-13,0,984.8,80,23,7.6,16,6.4,0.4,9.5,-3.7,-10,0,6.275,0,10.8
08-03-13,0,985.2,120,27,8.5,20,6.4,0.4,6.1,-5.7,-10,0,6.95,0,12.5
09-03-13,1,992.4,70,24,6.9,17,3.8,0.5,3,-2.5,-10,0,6.525,0,12.2
10-03-13,0,999.8,80,40,4.9,27,0.6,1.3,0,1.3,-8.2,1.3,4.3,0.4,21.8
